player_id,player_name,world_cup_team,squad_position,reported_minutes,benchmark_precheck,window,expected_official_fixtures,processed_fixture_endpoints,fixture_endpoint_coverage,missing_fixture_endpoints,detailed_appearance_fixtures,detailed_minutes,aggregate_reported_minutes,minute_reconciliation_ratio_raw,minute_reconciliation_ratio_clipped,coverage_pass_80pct,denominator_note,candidate_type
1864,Pedro Neto,Portugal,Midfielder,5367.0,True,pre_world_cup,66,66,1.0,0,60,4304.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
1902,D. Caleta-Car,Croatia,Defender,2541.0,True,annual_current,50,50,1.0,0,46,2541.0,2541.0,1.0,1.0,True,provider aggregate minutes plus exact fixture inventory,benchmark
1902,D. Caleta-Car,Croatia,Defender,2541.0,True,pre_world_cup,46,46,1.0,0,42,2541.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
1929,J. Lucumí,Colombia,Defender,5780.0,True,annual_current,63,63,1.0,0,55,4155.0,5780.0,0.7188581314878892,0.7188581314878892,False,provider aggregate minutes plus exact fixture inventory,benchmark
1929,J. Lucumí,Colombia,Defender,5780.0,True,pre_world_cup,59,59,1.0,0,51,3772.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
1934,S. Berge,Norway,Midfielder,3916.0,True,annual_current,51,51,1.0,0,50,3499.0,3916.0,0.8935137895812053,0.8935137895812053,True,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
1934,S. Berge,Norway,Midfielder,3916.0,True,pre_world_cup,45,45,1.0,0,44,3019.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
1942,J. Ito,Japan,Attacker,3139.0,True,annual_current,59,59,1.0,0,40,2420.0,3139.0,0.7709461611978337,0.7709461611978337,False,provider aggregate minutes plus exact fixture inventory,benchmark
1942,J. Ito,Japan,Attacker,3139.0,True,pre_world_cup,55,55,1.0,0,36,2205.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
1946,L. Trossard,Belgium,Midfielder,3560.0,True,annual_current,69,69,1.0,0,61,3436.0,3560.0,0.9651685393258428,0.9651685393258428,True,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
1946,L. Trossard,Belgium,Midfielder,3560.0,True,pre_world_cup,63,63,1.0,0,55,2926.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2001,C. Larin,Canada,Attacker,2043.0,True,annual_current,139,117,0.841726618705036,22,40,1329.0,2043.0,0.6505139500734214,0.6505139500734214,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2001,C. Larin,Canada,Attacker,2043.0,True,pre_world_cup,138,116,0.8405797101449275,22,39,1233.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2032,J. Strand Larsen,Norway,Attacker,3340.0,True,annual_current,103,103,1.0,0,54,3074.0,3340.0,0.9203592814371258,0.9203592814371258,True,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2032,J. Strand Larsen,Norway,Attacker,3340.0,True,pre_world_cup,97,97,1.0,0,48,2969.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2194,R. Bensebaïni,Algeria,Defender,4235.0,True,annual_current,56,56,1.0,0,46,3155.0,4235.0,0.7449822904368358,0.7449822904368358,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2194,R. Bensebaïni,Algeria,Defender,4235.0,True,pre_world_cup,57,57,1.0,0,47,3245.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2218,I. Sarr,Senegal,Midfielder,4521.0,True,annual_current,70,70,1.0,0,56,4252.0,4521.0,0.9404998894049988,0.9404998894049988,True,provider aggregate minutes plus exact fixture inventory,benchmark
2218,I. Sarr,Senegal,Midfielder,4521.0,True,pre_world_cup,66,66,1.0,0,52,3886.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2252,T. Holes,Czech Republic,Defender,2436.0,True,annual_current,45,45,1.0,0,32,2344.0,2436.0,0.9622331691297208,0.9622331691297208,True,provider aggregate minutes plus exact fixture inventory,benchmark
2252,T. Holes,Czech Republic,Defender,2436.0,True,pre_world_cup,42,42,1.0,0,29,2190.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2285,A. Rüdiger,Germany,Defender,2847.0,True,annual_current,58,58,1.0,0,36,2453.0,2847.0,0.8616087109237794,0.8616087109237794,True,provider aggregate minutes plus exact fixture inventory,benchmark
2285,A. Rüdiger,Germany,Defender,2847.0,True,pre_world_cup,60,60,1.0,0,37,2540.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2290,N. Kanté,France,Midfielder,4147.0,True,annual_current,100,97,0.97,3,46,3333.0,4147.0,0.8037135278514589,0.8037135278514589,True,provider aggregate minutes plus exact fixture inventory,benchmark
2290,N. Kanté,France,Midfielder,4147.0,True,pre_world_cup,93,90,0.967741935483871,3,39,3333.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2410,Weverton,Brazil,Goalkeeper,7181.0,True,annual_current,81,58,0.7160493827160493,23,30,2092.0,7181.0,0.29132432808801,0.29132432808801,False,provider aggregate minutes plus exact fixture inventory,benchmark
2410,Weverton,Brazil,Goalkeeper,7181.0,True,pre_world_cup,82,60,0.7317073170731707,22,31,2662.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2467,Lisandro Martínez,Argentina,Defender,2534.0,True,annual_current,48,48,1.0,0,27,1898.0,2534.0,0.7490134175217048,0.7490134175217048,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2467,Lisandro Martínez,Argentina,Defender,2534.0,True,pre_world_cup,42,42,1.0,0,20,1316.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2468,G. Montiel,Argentina,Defender,4694.0,True,annual_current,55,55,1.0,0,45,2823.0,4694.0,0.6014060502769493,0.6014060502769493,False,provider aggregate minutes plus exact fixture inventory,benchmark
2468,G. Montiel,Argentina,Defender,4694.0,True,pre_world_cup,53,50,0.9433962264150944,3,39,2782.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2472,R. De Paul,Argentina,Midfielder,5168.0,True,annual_current,52,45,0.8653846153846154,7,39,3300.0,5168.0,0.6385448916408669,0.6385448916408669,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2472,R. De Paul,Argentina,Midfielder,5168.0,True,pre_world_cup,53,44,0.8301886792452831,9,34,2982.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2481,Á. Montero,Colombia,Goalkeeper,4277.0,True,annual_current,64,9,0.140625,55,6,90.0,4277.0,0.0210427870002338,0.0210427870002338,False,provider aggregate minutes plus exact fixture inventory,benchmark
2481,Á. Montero,Colombia,Goalkeeper,4277.0,True,pre_world_cup,64,5,0.078125,59,1,90.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2482,C. Vargas,Colombia,Goalkeeper,4992.0,True,annual_current,45,25,0.5555555555555556,20,24,2028.0,4992.0,0.40625,0.40625,False,provider aggregate minutes plus exact fixture inventory,benchmark
2482,C. Vargas,Colombia,Goalkeeper,4992.0,True,pre_world_cup,42,21,0.5,21,20,1548.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2483,D. Machado,Colombia,Defender,2026.0,True,annual_current,74,66,0.8918918918918919,8,26,1156.0,2026.0,0.5705824284304047,0.5705824284304047,False,provider aggregate minutes plus exact fixture inventory,benchmark
2483,D. Machado,Colombia,Defender,2026.0,True,pre_world_cup,70,62,0.8857142857142857,8,22,1162.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2484,Y. Mina,Colombia,Defender,2834.0,True,annual_current,48,34,0.7083333333333334,14,25,1509.0,2834.0,0.5324629498941426,0.5324629498941426,False,provider aggregate minutes plus exact fixture inventory,benchmark
2484,Y. Mina,Colombia,Defender,2834.0,True,pre_world_cup,44,30,0.6818181818181818,14,21,1508.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2489,L. Díaz,Colombia,Midfielder,6514.0,True,annual_current,62,62,1.0,0,58,4720.0,6514.0,0.7245931839115751,0.7245931839115751,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2489,L. Díaz,Colombia,Midfielder,6514.0,True,pre_world_cup,58,58,1.0,0,54,4338.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2490,J. Lerma,Colombia,Midfielder,4489.0,True,annual_current,66,66,1.0,0,61,3137.0,4489.0,0.6988193361550457,0.6988193361550457,False,provider aggregate minutes plus exact fixture inventory,benchmark
2490,J. Lerma,Colombia,Midfielder,4489.0,True,pre_world_cup,62,62,1.0,0,57,2821.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2499,J. Alonso,Paraguay,Defender,8456.0,True,annual_current,71,43,0.6056338028169014,28,39,2597.0,8456.0,0.3071192052980132,0.3071192052980132,False,provider aggregate minutes plus exact fixture inventory,benchmark
2499,J. Alonso,Paraguay,Defender,8456.0,True,pre_world_cup,69,39,0.5652173913043478,30,35,2293.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2500,F. Balbuena,Paraguay,Defender,1843.0,True,annual_current,59,14,0.2372881355932203,45,8,97.0,1843.0,0.0526315789473684,0.0526315789473684,False,provider aggregate minutes plus exact fixture inventory,benchmark
2500,F. Balbuena,Paraguay,Defender,1843.0,True,pre_world_cup,56,10,0.1785714285714285,46,4,96.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2502,G. Gómez,Paraguay,Defender,9607.0,True,annual_current,80,80,1.0,0,70,5750.0,9607.0,0.5985219111064849,0.5985219111064849,False,provider aggregate minutes plus exact fixture inventory,benchmark
2502,G. Gómez,Paraguay,Defender,9607.0,True,pre_world_cup,82,82,1.0,0,71,5841.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2507,M. Almirón,Paraguay,Midfielder,5522.0,True,annual_current,36,22,0.6111111111111112,14,16,1309.0,5522.0,0.2370517928286852,0.2370517928286852,False,provider aggregate minutes plus exact fixture inventory,benchmark
2507,M. Almirón,Paraguay,Midfielder,5522.0,True,pre_world_cup,37,18,0.4864864864864865,19,13,1107.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2522,A. Sanabria,Paraguay,Attacker,1912.0,True,annual_current,45,33,0.7333333333333333,12,27,963.0,1912.0,0.5036610878661087,0.5036610878661087,False,provider aggregate minutes plus exact fixture inventory,benchmark
2522,A. Sanabria,Paraguay,Attacker,1912.0,True,pre_world_cup,41,29,0.7073170731707317,12,23,949.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2530,Pedro Miguel,Qatar,Defender,2728.0,True,annual_current,37,37,1.0,0,22,1777.0,2728.0,0.6513929618768328,0.6513929618768328,False,provider aggregate minutes plus exact fixture inventory,benchmark
2530,Pedro Miguel,Qatar,Defender,2728.0,True,pre_world_cup,34,34,1.0,0,19,1507.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2532,Boualem Khoukhi,Qatar,Defender,2697.0,True,annual_current,37,37,1.0,0,25,1869.0,2697.0,0.692992213570634,0.692992213570634,False,provider aggregate minutes plus exact fixture inventory,benchmark
2532,Boualem Khoukhi,Qatar,Defender,2697.0,True,pre_world_cup,34,34,1.0,0,22,1599.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2539,Ahmed Fathi,Qatar,Midfielder,2174.0,True,annual_current,27,9,0.3333333333333333,18,7,331.0,2174.0,0.1522539098436062,0.1522539098436062,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2539,Ahmed Fathi,Qatar,Midfielder,2174.0,True,pre_world_cup,24,6,0.25,18,4,180.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2543,Almoez Ali,Qatar,Attacker,1920.0,True,annual_current,37,21,0.5675675675675675,16,9,295.0,1920.0,0.1536458333333333,0.1536458333333333,False,provider aggregate minutes plus exact fixture inventory,benchmark
2543,Almoez Ali,Qatar,Attacker,1920.0,True,pre_world_cup,34,18,0.5294117647058824,16,6,277.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2544,Akram Afif,Qatar,Attacker,3842.0,True,annual_current,37,37,1.0,0,26,2306.0,3842.0,0.6002082248828735,0.6002082248828735,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2544,Akram Afif,Qatar,Attacker,3842.0,True,pre_world_cup,34,34,1.0,0,23,2067.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2575,J. Porozo,Ecuador,Defender,3784.0,True,annual_current,45,33,0.7333333333333333,12,28,2157.0,3784.0,0.570031712473573,0.570031712473573,False,provider aggregate minutes plus exact fixture inventory,benchmark
2575,J. Porozo,Ecuador,Defender,3784.0,True,pre_world_cup,43,31,0.7209302325581395,12,25,2219.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2583,A. Preciado,Ecuador,Defender,3039.0,True,annual_current,80,41,0.5125,39,30,1181.0,3039.0,0.3886146758802237,0.3886146758802237,False,provider aggregate minutes plus exact fixture inventory,benchmark
2583,A. Preciado,Ecuador,Defender,3039.0,True,pre_world_cup,77,38,0.4935064935064935,39,27,1082.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2598,R. Doan,Japan,Attacker,4566.0,True,annual_current,48,48,1.0,0,46,3339.0,4566.0,0.7312746386333772,0.7312746386333772,False,provider aggregate minutes plus exact fixture inventory,benchmark
2598,R. Doan,Japan,Attacker,4566.0,True,pre_world_cup,44,44,1.0,0,42,3057.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2601,D. Kamada,Japan,Attacker,4544.0,True,annual_current,63,63,1.0,0,50,3539.0,4544.0,0.7788292253521126,0.7788292253521126,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2601,D. Kamada,Japan,Attacker,4544.0,True,pre_world_cup,59,59,1.0,0,46,3208.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2639,Sultan Mandash,Saudi Arabia,Midfielder,1627.0,False,annual_current,78,54,0.6923076923076923,24,29,898.0,1627.0,0.5519360786724032,0.5519360786724032,False,provider aggregate minutes plus exact fixture inventory,avatar_top30_pool
2639,Sultan Mandash,Saudi Arabia,Midfielder,1627.0,False,pre_world_cup,75,51,0.68,24,26,832.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,avatar_top30_pool
2649,Ahmed Fatouh,Egypt,Defender,2382.0,True,annual_current,52,19,0.3653846153846153,33,15,988.0,2382.0,0.4147774979009236,0.4147774979009236,False,provider aggregate minutes plus exact fixture inventory,benchmark
2649,Ahmed Fatouh,Egypt,Defender,2382.0,True,pre_world_cup,47,14,0.2978723404255319,33,12,720.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2654,Mohamed Hany,Egypt,Defender,4015.0,True,annual_current,48,48,1.0,0,42,3689.0,4015.0,0.9188044831880448,0.9188044831880448,True,provider aggregate minutes plus exact fixture inventory,benchmark
2654,Mohamed Hany,Egypt,Defender,4015.0,True,pre_world_cup,43,43,1.0,0,37,3209.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2656,Karim Hafez,Egypt,Defender,1824.0,True,annual_current,46,44,0.9565217391304348,2,36,1806.0,1824.0,0.9901315789473684,0.9901315789473684,True,provider aggregate minutes plus exact fixture inventory,benchmark
2656,Karim Hafez,Egypt,Defender,1824.0,True,pre_world_cup,41,39,0.951219512195122,2,31,1634.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2660,Nabil Emad Dunga,Egypt,Midfielder,1817.0,True,annual_current,79,22,0.2784810126582278,57,9,286.0,1817.0,0.1574023115024766,0.1574023115024766,False,provider aggregate minutes plus exact fixture inventory,benchmark
2660,Nabil Emad Dunga,Egypt,Midfielder,1817.0,True,pre_world_cup,74,17,0.2297297297297297,57,4,286.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2664,Trézéguet,Egypt,Attacker,3042.0,True,annual_current,48,48,1.0,0,40,2752.0,3042.0,0.9046679815910584,0.9046679815910584,True,provider aggregate minutes plus exact fixture inventory,benchmark
2664,Trézéguet,Egypt,Attacker,3042.0,True,pre_world_cup,46,44,0.9565217391304348,2,36,2653.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2676,Rúben Neves,Portugal,Midfielder,4096.0,True,annual_current,48,48,1.0,0,45,3476.0,4096.0,0.8486328125,0.8486328125,True,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2676,Rúben Neves,Portugal,Midfielder,4096.0,True,pre_world_cup,48,48,1.0,0,45,3902.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2682,A. Beiranvand,Iran,Goalkeeper,1946.0,True,annual_current,12,6,0.5,6,6,540.0,1946.0,0.2774922918807811,0.2774922918807811,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2682,A. Beiranvand,Iran,Goalkeeper,1946.0,True,pre_world_cup,9,3,0.3333333333333333,6,3,270.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2688,M. Mohammadi,Iran,Defender,1372.0,False,annual_current,3,3,1.0,0,3,204.0,1372.0,0.1486880466472303,0.1486880466472303,False,provider aggregate minutes plus exact fixture inventory,avatar_top30_pool
2688,M. Mohammadi,Iran,Defender,1372.0,False,pre_world_cup,0,0,,0,0,0.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,avatar_top30_pool
2699,S. Ghoddos,Iran,Midfielder,1842.0,True,annual_current,29,3,0.1034482758620689,26,3,211.0,1842.0,0.1145494028230184,0.1145494028230184,False,provider aggregate minutes plus exact fixture inventory,benchmark
2699,S. Ghoddos,Iran,Midfielder,1842.0,True,pre_world_cup,26,0,0.0,26,0,0.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2701,Y. Bounou,Morocco,Goalkeeper,5213.0,True,annual_current,56,56,1.0,0,45,4091.0,5213.0,0.7847688471129868,0.7847688471129868,False,provider aggregate minutes plus exact fixture inventory,benchmark
2701,Y. Bounou,Morocco,Goalkeeper,5213.0,True,pre_world_cup,55,55,1.0,0,44,4001.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2722,A. El Kaabi,Morocco,Attacker,3622.0,True,annual_current,55,38,0.6909090909090909,17,35,2166.0,3622.0,0.5980121479845389,0.5980121479845389,False,provider aggregate minutes plus exact fixture inventory,benchmark
2722,A. El Kaabi,Morocco,Attacker,3622.0,True,pre_world_cup,49,32,0.6530612244897959,17,29,2096.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2724,L. Digne,France,Defender,3617.0,True,annual_current,63,63,1.0,0,62,3205.0,3617.0,0.8860934476085154,0.8860934476085154,True,provider aggregate minutes plus exact fixture inventory,benchmark
2724,L. Digne,France,Defender,3617.0,True,pre_world_cup,56,56,1.0,0,55,2785.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2741,M. Ryan,Australia,Goalkeeper,4411.0,True,annual_current,45,28,0.6222222222222222,17,27,2071.0,4411.0,0.469508048061664,0.469508048061664,False,provider aggregate minutes plus exact fixture inventory,benchmark
2741,M. Ryan,Australia,Goalkeeper,4411.0,True,pre_world_cup,41,24,0.5853658536585366,17,23,2070.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2742,M. Degenek,Australia,Defender,2452.0,True,annual_current,77,6,0.0779220779220779,71,6,180.0,2452.0,0.0734094616639478,0.0734094616639478,False,provider aggregate minutes plus exact fixture inventory,benchmark
2742,M. Degenek,Australia,Defender,2452.0,True,pre_world_cup,73,2,0.0273972602739726,71,2,180.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2749,J. Irvine,Australia,Midfielder,3334.0,True,annual_current,42,41,0.9761904761904762,1,33,1973.0,3334.0,0.5917816436712657,0.5917816436712657,False,provider aggregate minutes plus exact fixture inventory,benchmark
2749,J. Irvine,Australia,Midfielder,3334.0,True,pre_world_cup,38,37,0.9736842105263158,1,29,1744.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2763,Mario Pasalic,Croatia,Midfielder,2983.0,True,annual_current,58,58,1.0,0,57,2897.0,2983.0,0.9711699631243714,0.9711699631243714,True,provider aggregate minutes plus exact fixture inventory,benchmark
2763,Mario Pasalic,Croatia,Midfielder,2983.0,True,pre_world_cup,54,54,1.0,0,53,2776.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2803,N. Elvedi,Switzerland,Defender,4148.0,True,annual_current,43,43,1.0,0,42,3837.0,4148.0,0.9250241080038571,0.9250241080038571,True,provider aggregate minutes plus exact fixture inventory,benchmark
2803,N. Elvedi,Switzerland,Defender,4148.0,True,pre_world_cup,37,37,1.0,0,36,3237.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2807,R. Freuler,Switzerland,Midfielder,4049.0,True,annual_current,60,60,1.0,0,49,3701.0,4049.0,0.9140528525561868,0.9140528525561868,True,provider aggregate minutes plus exact fixture inventory,benchmark
2807,R. Freuler,Switzerland,Midfielder,4049.0,True,pre_world_cup,54,54,1.0,0,43,3107.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2810,D. Zakaria,Switzerland,Defender,5608.0,True,annual_current,53,53,1.0,0,39,3170.0,5608.0,0.5652639087018545,0.5652639087018545,False,provider aggregate minutes plus exact fixture inventory,benchmark
2810,D. Zakaria,Switzerland,Defender,5608.0,True,pre_world_cup,47,47,1.0,0,33,2810.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2851,K. Nordfeldt,Sweden,Goalkeeper,3870.0,True,annual_current,34,4,0.1176470588235294,30,4,180.0,3870.0,0.0465116279069767,0.0465116279069767,False,provider aggregate minutes plus exact fixture inventory,benchmark
2851,K. Nordfeldt,Sweden,Goalkeeper,3870.0,True,pre_world_cup,31,0,0.0,31,0,0.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2869,E. Álvarez,Mexico,Defender,2102.0,True,annual_current,87,87,1.0,0,24,1333.0,2102.0,0.6341579448144624,0.6341579448144624,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2869,E. Álvarez,Mexico,Defender,2102.0,True,pre_world_cup,88,88,1.0,0,25,1629.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2873,C. Montes,Mexico,Defender,3588.0,True,annual_current,35,5,0.1428571428571428,30,4,315.0,3588.0,0.0877926421404682,0.0877926421404682,False,provider aggregate minutes plus exact fixture inventory,benchmark
2873,C. Montes,Mexico,Defender,3588.0,True,pre_world_cup,36,6,0.1666666666666666,30,5,451.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2878,J. Sánchez,Mexico,Defender,3941.0,True,annual_current,98,76,0.7755102040816326,22,43,2411.0,3941.0,0.6117736615072317,0.6117736615072317,False,provider aggregate minutes plus exact fixture inventory,benchmark
2878,J. Sánchez,Mexico,Defender,3941.0,True,pre_world_cup,100,77,0.77,23,44,2328.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2879,R. Alvarado,Mexico,Attacker,4012.0,True,annual_current,48,46,0.9583333333333334,2,37,2828.0,4012.0,0.7048853439680958,0.7048853439680958,False,provider aggregate minutes plus exact fixture inventory,benchmark
2879,R. Alvarado,Mexico,Attacker,4012.0,True,pre_world_cup,49,47,0.9591836734693876,2,38,2883.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2881,J. Gallardo,Mexico,Defender,5035.0,True,annual_current,56,43,0.7678571428571429,13,35,2955.0,5035.0,0.5868917576961271,0.5868917576961271,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2881,J. Gallardo,Mexico,Defender,5035.0,True,pre_world_cup,59,44,0.7457627118644068,15,35,2928.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2887,R. Jiménez,Mexico,Attacker,3693.0,True,annual_current,50,50,1.0,0,48,2903.0,3693.0,0.7860817763336041,0.7860817763336041,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2887,R. Jiménez,Mexico,Attacker,3693.0,True,pre_world_cup,51,51,1.0,0,49,3021.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2889,A. Vega,Mexico,Attacker,2659.0,True,annual_current,56,43,0.7678571428571429,13,25,1305.0,2659.0,0.4907860097781121,0.4907860097781121,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2889,A. Vega,Mexico,Attacker,2659.0,True,pre_world_cup,59,44,0.7457627118644068,15,26,1760.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2890,Jo Hyeon-Woo,South Korea,Goalkeeper,4702.0,True,annual_current,46,5,0.108695652173913,41,4,90.0,4702.0,0.0191407911527009,0.0191407911527009,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2890,Jo Hyeon-Woo,South Korea,Goalkeeper,4702.0,True,pre_world_cup,45,3,0.0666666666666666,42,2,180.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2892,Kim Seung-Gyu,South Korea,Goalkeeper,3475.0,True,annual_current,38,5,0.131578947368421,33,4,366.0,3475.0,0.1053237410071942,0.1053237410071942,False,provider aggregate minutes plus exact fixture inventory,benchmark
2892,Kim Seung-Gyu,South Korea,Goalkeeper,3475.0,True,pre_world_cup,40,2,0.05,38,1,96.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2897,Kim Min-Jae,South Korea,Defender,3693.0,True,annual_current,58,58,1.0,0,53,2324.0,3693.0,0.6292986731654482,0.6292986731654482,False,provider aggregate minutes plus exact fixture inventory,benchmark_and_avatar
2897,Kim Min-Jae,South Korea,Defender,3693.0,True,pre_world_cup,60,60,1.0,0,52,2079.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark_and_avatar
2901,Hwang In-Beom,South Korea,Midfielder,3073.0,True,annual_current,48,48,1.0,0,30,1656.0,3073.0,0.5388870810283111,0.5388870810283111,False,provider aggregate minutes plus exact fixture inventory,benchmark
2901,Hwang In-Beom,South Korea,Midfielder,3073.0,True,pre_world_cup,45,45,1.0,0,27,1392.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2906,Lee Jae-Sung,South Korea,Attacker,4217.0,True,annual_current,51,51,1.0,0,42,2906.0,4217.0,0.6891154849419018,0.6891154849419018,False,provider aggregate minutes plus exact fixture inventory,benchmark
2906,Lee Jae-Sung,South Korea,Attacker,4217.0,True,pre_world_cup,48,48,1.0,0,39,2787.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2909,Paik Seung-Ho,South Korea,Midfielder,4329.0,True,annual_current,53,37,0.6981132075471698,16,33,2518.0,4329.0,0.5816585816585816,0.5816585816585816,False,provider aggregate minutes plus exact fixture inventory,benchmark
2909,Paik Seung-Ho,South Korea,Midfielder,4329.0,True,pre_world_cup,50,34,0.68,16,30,2312.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
2912,Kim Moon-Hwan,South Korea,Midfielder,2198.0,True,annual_current,37,3,0.081081081081081,34,3,71.0,2198.0,0.0323020928116469,0.0323020928116469,False,provider aggregate minutes plus exact fixture inventory,benchmark
2912,Kim Moon-Hwan,South Korea,Midfielder,2198.0,True,pre_world_cup,35,0,0.0,35,0,0.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,benchmark
